Paper_Number;Paper_ID;Paper_Name;Paper_Link
1384;Hazwug1k_woJ;Cross-domain imitation learning via optimal transport ;https://arxiv.org/abs/2110.03684
1385;1jcLa6btxHMJ;Skill generalization of tubular object manipulation with tactile sensing and Sim2Real learning ;https://www.sciencedirect.com/science/article/pii/S092188902200210X
1386;iavbOYamFf4J;Learning to navigate sidewalks in outdoor environments ;https://ieeexplore.ieee.org/abstract/document/9691818/
1387;kHfbVrKLGT4J;High-accuracy model-based reinforcement learning, a survey ;https://link.springer.com/article/10.1007/s10462-022-10335-w
1388;kpd2u6mFtiMJ;A proactive 2-stage indoor CO2-based demand-controlled ventilation method considering control performance and energy efficiency ;https://www.sciencedirect.com/science/article/pii/S0306261922015458
1389;brN2qkGfdjgJ;Efficientgrasp: A unified data-efficient learning to grasp method for multi-fingered robot hands ;https://ieeexplore.ieee.org/abstract/document/9813387/
1390;BqDeewUtce0J;Towards the next generation of machine learning models in additive manufacturing: A review of process dependent material evolution ;https://www.sciencedirect.com/science/article/pii/S0079642523000348
1391;kEfaFF0o2sQJ;A review of deep reinforcement learning approaches for smart manufacturing in industry 4.0 and 5.0 framework ;https://www.mdpi.com/2076-3417/12/23/12377
1392;cJRbhOjDE8UJ;Diversity policy gradient for sample efficient quality-diversity optimization ;https://dl.acm.org/doi/abs/10.1145/3512290.3528845
1393;845d9Ht6EiUJ;Flowsheet synthesis through hierarchical reinforcement learning and graph neural networks ;https://arxiv.org/abs/2207.12051
1394;zFsQPcehNfkJ;Exploring the potentialities of deep reinforcement learning for incentive-based demand response in a cluster of small commercial buildings ;https://www.mdpi.com/1996-1073/14/10/2933
1395;4GYncMbkmxkJ;A provably-efficient model-free algorithm for infinite-horizon average-reward constrained Markov decision processes ;https://ojs.aaai.org/index.php/AAAI/article/view/20302
1396;zbFdR5xV8nMJ;Dynamics-aware embeddings ;https://arxiv.org/abs/1908.09357
1397;6ZILYU2lSsMJ;Multi-agent reinforcement learning dealing with hybrid action spaces: A case study for off-grid oriented renewable building energy system ;https://www.sciencedirect.com/science/article/pii/S0306261922012788
1398;GOAWBFtRqu8J;Reinforcement learning with automated auxiliary loss search ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/0be44cc1d459731928501cae5699f57a-Abstract-Conference.html
1399;9yYBy26NgFQJ;A general motion control architecture for an autonomous underwater vehicle with actuator faults and unknown disturbances through deep reinforcement … ;https://www.sciencedirect.com/science/article/pii/S0029801822017103
1400;QUa3nTbBYuwJ;Towards tractable optimism in model-based reinforcement learning ;https://proceedings.mlr.press/v161/pacchiano21a.html
1401;GqwwDAlOK70J;RIS-assisted UAV for fresh data collection in 3d urban environments: A deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/9870566/
1402;tN7dQHuAjFIJ;Characterizing the gap between actor-critic and policy gradient ;https://proceedings.mlr.press/v139/wen21b.html
1403;9HKAFHT5x0UJ;Model-based multi-agent policy optimization with adaptive opponent-wise rollouts ;https://arxiv.org/abs/2105.03363
1404;x_1uG5wtedgJ;A reinforcement learning approach to home energy management for modulating heat pumps and photovoltaic systems ;https://www.sciencedirect.com/science/article/pii/S0306261922012776
1405;kl6QWaeRDkMJ;Policy information capacity: Information-theoretic measure for task complexity in deep reinforcement learning ;https://proceedings.mlr.press/v139/furuta21a.html
1406;IvsPZs8xE-kJ;Modeling human exploration through resource-rational reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/cde542f47c67907e170a1e1a7b32f6ad-Abstract-Conference.html
1407;3dLy9-A9ssIJ;Velocity control in car-following behavior with autonomous vehicles using reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0001457522001658
1408;x-HuZR8vo58J;Distributionally robust reinforcement learning ;https://arxiv.org/abs/1902.08708
1409;NHqbAD_YcLMJ;Direct behavior specification via constrained reinforcement learning ;https://arxiv.org/abs/2112.12228
1410;gIwMclL9yuAJ;A general motion controller based on deep reinforcement learning for an autonomous underwater vehicle with unknown disturbances ;https://www.sciencedirect.com/science/article/pii/S0952197622005796
1411;-pejHeOVAMwJ;Dynamic sparse training for deep reinforcement learning ;https://arxiv.org/abs/2106.04217
1412;wBqb5uieLzcJ;A hierarchical coordination framework for joint perception-action tasks in composite robot teams ;https://ieeexplore.ieee.org/abstract/document/9501958/
1413;E2X9T2W_VYkJ;Deep reinforcement learning based active pantograph control strategy in high-speed railway ;https://ieeexplore.ieee.org/abstract/document/9882390/
1414;mVcHU40728kJ;Tutorial on amortized optimization ;https://www.nowpublishers.com/article/Details/MAL-102
1415;qmUH_0kIOLoJ;Energy management strategy for fuel cell vehicles via soft actor-critic-based deep reinforcement learning considering powertrain thermal and durability … ;https://www.sciencedirect.com/science/article/pii/S0196890423002674
1416;Ak-cZ5b-_WEJ;Thinking while moving: Deep reinforcement learning with concurrent control ;https://arxiv.org/abs/2004.06089
1417;b4RRpr2eiI8J;Doorgym: A scalable door opening environment and baseline agent ;https://arxiv.org/abs/1908.01887
1418;jIctoSjQ1yAJ;Hallucinative topological memory for zero-shot visual planning ;http://proceedings.mlr.press/v119/liu20h.html
1419;LUvZA7gRcR0J;Fast lifelong adaptive inverse reinforcement learning from demonstrations ;https://proceedings.mlr.press/v205/chen23e.html
1420;7jZUi8K1uOYJ;How to spend your robot time: Bridging kickstarting and offline reinforcement learning for vision-based robotic manipulation ;https://ieeexplore.ieee.org/abstract/document/9981126/
1421;4oy8wR0BrzAJ;Compact Learning Model for Dynamic Off-Chain Routing in Blockchain-Based IoT ;https://ieeexplore.ieee.org/abstract/document/9918035/
1422;slxw3Cl5XCUJ;Evolving rewards to automate reinforcement learning ;https://arxiv.org/abs/1905.07628
1423;VOvGHXT7NIoJ;Multi-agent DRL-based lane change with right-of-way collaboration awareness ;https://ieeexplore.ieee.org/abstract/document/9932003/
1424;2ekPPpkA5kAJ;On multi-event co-calibration of dynamic model parameters using soft actor-critic ;https://ieeexplore.ieee.org/abstract/document/9220820/
1425;ks9PRvo1bk8J;Unsupervised visual attention and invariance for reinforcement learning ;http://openaccess.thecvf.com/content/CVPR2021/html/Wang_Unsupervised_Visual_Attention_and_Invariance_for_Reinforcement_Learning_CVPR_2021_paper.html
1426;pIY7ZCe_2T0J;A survey on quantum reinforcement learning ;https://arxiv.org/abs/2211.03464
1427;CGxQ9KMF2CUJ;Model-based reinforcement learning via latent-space collocation ;https://proceedings.mlr.press/v139/rybkin21b.html
1428;qY_UprgrC74J;Reinforcement learning with random delays ;https://openreview.net/forum?id=QFYnKlBJYR
1429;TbLa73c8mykJ;Actor–critic reinforcement learning and application in developing computer-vision-based interface tracking ;https://www.sciencedirect.com/science/article/pii/S209580992100326X
1430;nGNNPG0gNdUJ;Learning generalizable locomotion skills with hierarchical reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9196642/
1431;suhjhRr8YzAJ;Leveraging fully observable policies for learning under partial observability ;https://arxiv.org/abs/2211.01991
1432;fxj32aDJy8sJ;Unsupervised visuomotor control through distributional planning networks ;https://arxiv.org/abs/1902.05542
1433;MdddYWEhN4IJ;Inverse reinforcement learning with natural language goals ;https://ojs.aaai.org/index.php/AAAI/article/view/17326
1434;MWpeCln5FGAJ;Scalable multi-task imitation learning with autonomous improvement ;https://ieeexplore.ieee.org/abstract/document/9197020/
1435;vdKihQ0M4CoJ;Learning to simulate and design for structural engineering ;http://proceedings.mlr.press/v119/chang20a.html
1436;zR4PK7fD4-UJ;Feasibility constrained online calculation for real-time optimal power flow: A convex constrained deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/9944164/
1437;QnKXZJqKSE4J;Dexterous manipulation from images: Autonomous real-world rl via substep guidance ;https://ieeexplore.ieee.org/abstract/document/10161493/
1438;J4awubpm-5sJ;Dynamic task allocation and service migration in edge-cloud iot system based on deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9748866/
1439;GIw88s4VeqsJ;Smart magnetic microrobots learn to swim with deep reinforcement learning ;https://onlinelibrary.wiley.com/doi/abs/10.1002/aisy.202200023
1440;C_PX55V9zRcJ;Fast population-based reinforcement learning on a single machine ;https://proceedings.mlr.press/v162/flajolet22a.html
1441;zkaDlBZFs5kJ;A reinforcement learning approach to long-horizon operations, health, and maintenance supervisory control of advanced energy systems ;https://www.sciencedirect.com/science/article/pii/S0952197622004444
1442;Fre1nvHUFJkJ;Mask-based latent reconstruction for reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/a0709efe5139939ab69902884ecad9c1-Abstract-Conference.html
1443;8U5eVP2X4YwJ;Online reinforcement learning for the shape morphing adaptive control of 4D printed shape memory polymer ;https://www.sciencedirect.com/science/article/pii/S096706612200123X
1444;5TXhgMktRL4J;Playvirtual: Augmenting cycle-consistent virtual trajectories for reinforcement learning ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/2a38a4a9316c49e5a833517c45d31070-Abstract.html
1445;BCPjq4nvIJYJ;Using deep reinforcement learning with automatic curriculum learning for mapless navigation in intralogistics ;https://www.mdpi.com/2076-3417/12/6/3153
1446;L0pSj_gVyFQJ;A multiagent federated reinforcement learning approach for plug-in electric vehicle fleet charging coordination in a residential community ;https://ieeexplore.ieee.org/abstract/document/9889708/
1447;KOTMwA4x5pUJ;A hierarchical deep reinforcement learning-based community energy trading scheme for a neighborhood of smart households ;https://ieeexplore.ieee.org/abstract/document/9790854/
1448;aEtuJKsV78AJ;On transforming reinforcement learning by transformer: The development trajectory ;https://arxiv.org/abs/2212.14164
1449;sRQ1DPEC8gwJ;HOI4D: A 4D egocentric dataset for category-level human-object interaction ;http://openaccess.thecvf.com/content/CVPR2022/html/Liu_HOI4D_A_4D_Egocentric_Dataset_for_Category-Level_Human-Object_Interaction_CVPR_2022_paper.html
1450;Hufzc0Ss0loJ;Recurrent model-free rl is a strong baseline for many pomdps ;https://openreview.net/forum?id=E0zOKxQsZhN
1451;8sHZALPxCWUJ;Mastering arterial traffic signal control with multi-agent attention-based soft actor-critic model ;https://ieeexplore.ieee.org/abstract/document/9994639/
1452;r7nbVjoGW-EJ;Guidance and control of autonomous surface underwater vehicles for target tracking in ocean environment by deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S002980182200378X
1453;VrR-gRA-akgJ;Dara: Dynamics-aware reward augmentation in offline reinforcement learning ;https://arxiv.org/abs/2203.06662
1454;VdLe1zbGm-gJ;Learn to navigate autonomously through deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9430693/
1455;-62_9mJFyfcJ;A comparison of action spaces for learning manipulation tasks ;https://ieeexplore.ieee.org/abstract/document/8967946/
1456;46zc9J3kqnoJ;Deep-Reinforcement-Learning-Based Resource Allocation for Cloud Gaming via Edge Computing ;https://ieeexplore.ieee.org/abstract/document/9953046/
1457;vF79EAeHhdcJ;Bayesian controller fusion: Leveraging control priors in deep reinforcement learning for robotics ;https://journals.sagepub.com/doi/abs/10.1177/02783649231167210
1458;ccNzJBYOnFsJ;Dualafford: Learning collaborative visual affordance for dual-gripper object manipulation ;https://arxiv.org/abs/2207.01971
1459;u8sxECTVj08J;Reducing variance in temporal-difference value estimation via ensemble of deep networks ;https://proceedings.mlr.press/v162/liang22c.html
1460;K8DIojuBkFEJ;Iterative amortized policy optimization ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/83fa5a432ae55c253d0e60dbfa716723-Abstract.html
1461;tDpeaItFUtwJ;Real-time model calibration with deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0888327021006506
1462;PkT8GOgfuyoJ;A decentralized policy gradient approach to multi-task reinforcement learning ;https://proceedings.mlr.press/v161/zeng21a.html
1463;Gqxl6RlWApAJ;Dynamic pricing based electric vehicle charging station location strategy using reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S036054422301678X
1464;mYimKMNZwOsJ;Benchmarking structured policies and policy optimization for real-world dexterous object manipulation ;https://ieeexplore.ieee.org/abstract/document/9619924/
1465;umkTQ6R2GcQJ;Hyperparameter selection for imitation learning ;https://proceedings.mlr.press/v139/hussenot21a.html
1466;RTl271mZOwkJ;Modem: Accelerating visual model-based reinforcement learning with demonstrations ;https://arxiv.org/abs/2212.05698
1467;ZOFBoDUVjMUJ;Learning obstacle representations for neural motion planning ;https://proceedings.mlr.press/v155/strudel21a.html
1468;WcWrqcYvae0J;A learning method for AUV collision avoidance through deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0029801822013683
1469;Q9EuQmk6GkoJ;Learning insertion primitives with discrete-continuous hybrid action space for robotic assembly tasks ;https://ieeexplore.ieee.org/abstract/document/9811973/
1470;sibLaRpk9ksJ;Quantum imaginary time evolution steered by reinforcement learning ;https://www.nature.com/articles/s42005-022-00837-y
1471;6fKUrRuEk6cJ;Joint synthesis of safety certificate and safe control policy using constrained reinforcement learning ;https://proceedings.mlr.press/v168/ma22a.html
1472;FVBePNUrNhIJ;Planning for automatic product assembly using reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0166361521000786
1473;9SZwKGyShmIJ;Comparing deep reinforcement learning algorithms' ability to safely navigate challenging waters ;https://www.frontiersin.org/articles/10.3389/frobt.2021.738113/full
1474;c4KQqNc7hFMJ;Model-augmented prioritized experience replay ;https://openreview.net/forum?id=WuEiafqdy9H
1475;mQeHAxnrF8EJ;CO-PILOT: Collaborative planning and reinforcement learning on sub-task curriculum ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/56577889b3c1cd083b6d7b32d32f99d5-Abstract.html
1476;yrdaxgXhN4AJ;Learning off-policy with online planning ;https://proceedings.mlr.press/v164/sikchi22a.html
1477;rI3MpxFM0XUJ;An autonomous control technology based on deep reinforcement learning for optimal active power dispatch ;https://www.sciencedirect.com/science/article/pii/S0142061522006822
1478;Gno58sAd_uUJ;A robust approach for continuous interactive actor-critic algorithms ;https://ieeexplore.ieee.org/abstract/document/9493212/
1479;qMlP42SVPIAJ;Spatiotemporal knowledge teacher-student reinforcement learning to detect liver tumors without contrast agents ;https://www.sciencedirect.com/science/article/pii/S1361841523002402
1480;UjnBz6Fryi8J;Adaptive optics control with multi-agent model-free reinforcement learning ;https://opg.optica.org/abstract.cfm?uri=oe-30-2-2991
1481;RHRlamdQ9uIJ;Energy-optimized trajectory planning for solar-powered aircraft in a wind field using reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9857912/
1482;JkE4rvqwxpYJ;Boosting soft actor-critic: Emphasizing recent experience without forgetting the past ;https://arxiv.org/abs/1906.04009
1483;piXaL5ns6NUJ;Online meta-critic learning for off-policy actor-critic methods ;https://proceedings.neurips.cc/paper/2020/hash/cceff8faa855336ad53b3325914caea2-Abstract.html
1484;Ipi71MJkYiYJ;Nearly optimal policy optimization with stable at any time guarantee ;https://proceedings.mlr.press/v162/wu22n.html
1485;OvLTyWUJtmkJ;Edge intelligence for multi-dimensional resource management in aerial-assisted vehicular networks ;https://ieeexplore.ieee.org/abstract/document/9615107/
1486;wPnbCzvVYe0J;Self-imitation learning by planning ;https://ieeexplore.ieee.org/abstract/document/9561411/
1487;xMUnSzAg_YIJ;Soft actor-critic algorithm-based energy management strategy for plug-in hybrid electric vehicle ;https://www.mdpi.com/2032-6653/13/10/193
1488;g8NxPTRZjRsJ;An autonomous negotiating agent framework with reinforcement learning based strategies and adaptive strategy switching mechanism ;https://arxiv.org/abs/2102.03588
1489;FLyk7tCBJzcJ;Scaled autonomy: Enabling human operators to control robot fleets ;https://ieeexplore.ieee.org/abstract/document/9196792/
1490;aCgyB5EXhHkJ;PMSM Speed Control Based on Particle Swarm Optimization and Deep Deterministic Policy Gradient under Load Disturbance ;https://www.mdpi.com/2075-1702/9/12/343
1491;u88o47HRqAQJ;q-Learning in Continuous Time. ;https://www.jmlr.org/papers/volume24/22-0755/22-0755.pdf
1492;gL7nDDqtCRAJ;Actor prioritized experience replay ;https://arxiv.org/abs/2209.00532
1493;xfnRbBB3vSgJ;Improved soft actor-critic: Mixing prioritized off-policy samples with on-policy experiences ;https://ieeexplore.ieee.org/abstract/document/9778268/
1494;1HDmkV8pj3EJ;EMORL: Effective multi-objective reinforcement learning method for hyperparameter optimization ;https://www.sciencedirect.com/science/article/pii/S0952197621001639
1495;ecbEzAq-EC8J;Deep transformer Q-networks for partially observable reinforcement learning ;https://arxiv.org/abs/2206.01078
1496;bkpfpOBVCvgJ;A Survey on Deep Reinforcement Learning Algorithms for Robotic Manipulation ;https://www.mdpi.com/1424-8220/23/7/3762
1497;pQv59ssHNpQJ;Grac: Self-guided and self-regularized actor-critic ;https://proceedings.mlr.press/v164/shao22a.html
1498;AAX4hi12HrMJ;Lipschitz-constrained unsupervised skill discovery ;https://openreview.net/forum?id=BGvt0ghNgA
1499;Ww645YCCi2wJ;Hierarchically decoupled imitation for morphological transfer ;http://proceedings.mlr.press/v119/hejna20a.html
1500;G6ABlrFZVUsJ;State-dependent temperature control for Langevin diffusions ;https://epubs.siam.org/doi/abs/10.1137/21M1429424
1501;K1DV4GQueX4J;Arithmetic value representation for hierarchical behavior composition ;https://www.nature.com/articles/s41593-022-01211-5
1502;oYmf8x8suroJ;A comparison of deep reinforcement learning models for isolated traffic signal control ;https://ieeexplore.ieee.org/abstract/document/9712430/
1503;gAZ6MJmowtcJ;Adversarial soft advantage fitting: Imitation learning without policy optimization ;https://proceedings.neurips.cc/paper/2020/hash/9161ab7a1b61012c4c303f10b4c16b2c-Abstract.html
1504;qEcDhbO2ukEJ;Vision based drone obstacle avoidance by deep reinforcement learning ;https://www.mdpi.com/2673-2688/2/3/23
1505;si5HNDN1JooJ;Functional regularization for reinforcement learning via learned fourier features ;https://proceedings.neurips.cc/paper/2021/hash/9f0609b9d45dd55bed75f892cf095fcf-Abstract.html
1506;WZAYS_oavUwJ;Spectrum Random Masking for Generalization in Image-based Reinforcement Learning ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/802a4350ca4fced76b13b8b320af1543-Abstract-Conference.html
1507;DzGCr8GUlqIJ;Evaluating vision transformer methods for deep reinforcement learning from pixels ;https://arxiv.org/abs/2204.04905
1508;hLPtq7vlsKoJ;ATAC-based car-following model for level 3 autonomous driving considering driver's acceptance ;https://ieeexplore.ieee.org/abstract/document/9468359/
1509;w-7zyEGPX5IJ;Revisiting discrete soft actor-critic ;https://arxiv.org/abs/2209.10081
1510;V2-GjOHrlgAJ;Reinforcement learning based underwater wireless optical communication alignment for autonomous underwater vehicles ;https://ieeexplore.ieee.org/abstract/document/9832941/
1511;XzbBmgBIe1EJ;Offline rl with realistic datasets: Heteroskedasticity and support constraints ;https://arxiv.org/abs/2211.01052
1512;4OxLuyMAmW4J;A safe reinforcement learning-based charging strategy for electric vehicles in residential microgrid ;https://www.sciencedirect.com/science/article/pii/S0306261923008541
1513;jTf-5ca0LMkJ;Asynchronous methods for model-based reinforcement learning ;https://arxiv.org/abs/1910.12453
1514;uSazIfEssOgJ;Bulletarm: An open-source robotic manipulation benchmark and learning framework ;https://link.springer.com/chapter/10.1007/978-3-031-25555-7_23
1515;4r6AYw2T4doJ;Variance aware reward smoothing for deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0925231221009139
1516;W4H7Sy7PCkgJ;Reinforcement learning of rare diffusive dynamics ;https://pubs.aip.org/aip/jcp/article/155/13/134105/353217
1517;N5wMHl2lyN8J;MyoSim: Fast and physiologically realistic MuJoCo models for musculoskeletal and exoskeletal studies ;https://ieeexplore.ieee.org/abstract/document/9811684/
1518;MP_MzO8hdxYJ;Cooperative Downloading for LEO Satellite Networks: A DRL-Based Approach ;https://www.mdpi.com/1424-8220/22/18/6853
1519;H4qkvntL4dkJ;Deep reinforcement learning towards real-world dynamic thermal management of data centers ;https://www.sciencedirect.com/science/article/pii/S0306261922018189
1520;co-8c2MP7JkJ;Deep reinforcement learning for predicting kinetic pathways to surface reconstruction in a ternary alloy ;https://iopscience.iop.org/article/10.1088/2632-2153/ac191c/meta
1521;mOa_Nma4K0gJ;CausalAF: causal autoregressive flow for safety-critical driving scenario generation ;https://proceedings.mlr.press/v205/ding23a.html
1522;UGsIbMrbsdYJ;Hybrid control for combining model-based and model-free reinforcement learning ;https://journals.sagepub.com/doi/abs/10.1177/02783649221083331
1523;hXtx3IEa990J;Ctrlformer: Learning transferable state representation for visual control via transformer ;https://arxiv.org/abs/2206.08883
1524;S9Xa22-z8ugJ;Learning-based multi-UAV flocking control with limited visual field and instinctive repulsion ;https://ieeexplore.ieee.org/abstract/document/10064126/
1525;aL0aKhkr4m4J;Maximum entropy optimal control of continuous-time dynamical systems ;https://ieeexplore.ieee.org/abstract/document/9760123/
1526;Atrk-bucCssJ;Learning robust policy against disturbance in transition dynamics via state-conservative policy optimization ;https://ojs.aaai.org/index.php/AAAI/article/view/20686
1527;vB1TLXgQwjUJ;Learning novel policies for tasks ;https://proceedings.mlr.press/v97/zhang19q.html
1528;LGH_W1R2Kd8J;Deep neural network-based surrogate model for optimal component sizing of power converters using deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9841555/
1529;_z1m3c8eyBQJ;Model-free reinforcement learning with ensemble for a soft continuum robot arm ;https://ieeexplore.ieee.org/abstract/document/9479340/
1530;7yldeEyodh4J;Flowsheet generation through hierarchical reinforcement learning and graph neural networks ;https://aiche.onlinelibrary.wiley.com/doi/abs/10.1002/aic.17938
1531;7kQ8X8A2pJkJ;Complex interaction as emergent behaviour: Simulating mid-air virtual keyboard typing using reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9523889/
1532;VCUW7D7NJvYJ;A theoretical analysis of optimistic proximal policy optimization in linear markov decision processes ;https://arxiv.org/abs/2305.08841
1533;6Bw9VjW6QCgJ;Skip training for multi-agent reinforcement learning controller for industrial wave energy converters ;https://ieeexplore.ieee.org/abstract/document/9926561/
1534;JS8xuZ_8WVAJ;Hierarchical multi‐agent reinforcement learning for multi‐aircraft close‐range air combat ;https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/cth2.12413
1535;y6R1_z6bnkcJ;Humanoid robot kick in motion ability for playing robotic soccer ;https://ieeexplore.ieee.org/abstract/document/9096073/
1536;y0zFBJIReosJ;Information Optimization and Transferable State Abstractions in Deep Reinforcement Learning ;https://ieeexplore.ieee.org/abstract/document/9864261/
1537;CVpuVgT84mgJ;Deep reinforcement learning for tactile robotics: Learning to type on a braille keyboard ;https://ieeexplore.ieee.org/abstract/document/9144378/
1538;HHs4DDNK_mMJ;Soft actor-critic deep reinforcement learning with hybrid mixed-integer actions for demand responsive scheduling of energy systems ;https://pubs.acs.org/doi/abs/10.1021/acs.iecr.1c04984
1539;P4zF3UdmEOYJ;Actor-critic-based learning for zero-touch joint resource and energy control in network slicing ;https://ieeexplore.ieee.org/abstract/document/9500265/
1540;lx_3ntTQ814J;Euclid: Towards efficient unsupervised reinforcement learning with multi-choice dynamics model ;https://arxiv.org/abs/2210.00498
1541;6kwEZASxU54J;Human-Robotic Prosthesis as Collaborating Agents for Symmetrical Walking ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/aed42bb2e45857928418e4fe23d8cbcb-Abstract-Conference.html
1542;pwTYeZZXKhsJ;Deep reinforcement learning for computation offloading and resource allocation in unmanned-aerial-vehicle assisted edge computing ;https://www.mdpi.com/1424-8220/21/19/6499
1543;WIHcgmoqirwJ;Co-adaptation of algorithmic and implementational innovations in inference-based deep reinforcement learning ;https://proceedings.neurips.cc/paper/2021/hash/517f24c02e620d5a4dac1db388664a63-Abstract.html
1544;EpnnFxm_P-QJ;Graphopt: Learning optimization models of graph formation ;http://proceedings.mlr.press/v119/trivedi20a.html
1545;4W5-kWKCBQ0J;Data assimilation for urban stormwater and water quality simulations using deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0022169423009150
1546;_cgOUsDW2UkJ;Stabilizing Visual Reinforcement Learning via Asymmetric Interactive Cooperation ;http://openaccess.thecvf.com/content/ICCV2023/html/Zhai_Stabilizing_Visual_Reinforcement_Learning_via_Asymmetric_Interactive_Cooperation_ICCV_2023_paper.html
1547;7F5AX0TWLa0J;Mobility load management in cellular networks: A deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/9525270/
1548;wcnWshpDiswJ;Multi-modal mutual information (mummi) training for robust self-supervised deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9561187/
1549;EZiQla84etAJ;Forward and inverse reinforcement learning sharing network weights and hyperparameters ;https://www.sciencedirect.com/science/article/pii/S0893608021003221
1550;4cBUl08xyKcJ;Safe Reinforcement Learning for Model-Reference Trajectory Tracking of Uncertain Autonomous Vehicles With Model-Based Acceleration ;https://ieeexplore.ieee.org/abstract/document/10005026/
1551;gfKhPDwfst0J;Energy-optimal trajectory planning for solar-powered aircraft using soft actor-critic ;https://www.sciencedirect.com/science/article/pii/S1000936121003848
1552;LnTd5ajKZZsJ;Striving for simplicity and performance in off-policy DRL: Output normalization and non-uniform sampling ;http://proceedings.mlr.press/v119/wang20x.html
1553;cyERU9Xsh7EJ;Learning navigation skills for legged robots with learned robot embeddings ;https://ieeexplore.ieee.org/abstract/document/9635911/
1554;SqKIqhCHUgcJ;Guiding online reinforcement learning with action-free offline pretraining ;https://arxiv.org/abs/2301.12876
1555;06kdLWtYclEJ;The sufficiency of off-policyness and soft clipping: PPO is still insufficient according to an off-policy measure ;https://ojs.aaai.org/index.php/AAAI/article/view/25864
1556;6y8pMB8SUoEJ;Automated reinforcement learning: An overview ;https://arxiv.org/abs/2201.05000
1557;KmhL8660kH0J;Local-Guided Global: Paired Similarity Representation for Visual Reinforcement Learning ;http://openaccess.thecvf.com/content/CVPR2023/html/Choi_Local-Guided_Global_Paired_Similarity_Representation_for_Visual_Reinforcement_Learning_CVPR_2023_paper.html
1558;FSROyHDWSGAJ;Interpretable preference-based reinforcement learning with tree-structured reward functions ;https://arxiv.org/abs/2112.11230
1559;EnTrVTa096kJ;Inverse reinforcement learning intra-operative path planning for steerable needle ;https://ieeexplore.ieee.org/abstract/document/9645357/
1560;WiGCA6JcQJEJ;Off-policy reinforcement learning with delayed rewards ;https://proceedings.mlr.press/v162/han22e.html
1561;UtP39Wa4PS8J;Computation bits maximization in UAV-assisted MEC networks with fairness constraint ;https://ieeexplore.ieee.org/abstract/document/9780606/
1562;GWMY5-xXD8gJ;Latent state marginalization as a low-cost approach for improving exploration ;https://arxiv.org/abs/2210.00999
1563;ytUwiedE-gQJ;TASAC: A twin-actor reinforcement learning framework with a stochastic policy with an application to batch process control ;https://www.sciencedirect.com/science/article/pii/S096706612300031X
1564;o-MK8Opk8KsJ;Learning long-term reward redistribution via randomized return decomposition ;https://arxiv.org/abs/2111.13485
1565;Xl8HdDgsb_gJ;Constrained soft actor-critic for energy-aware trajectory design in UAV-Aided iot networks ;https://ieeexplore.ieee.org/abstract/document/9766421/
1566;CBy6-XignPQJ;RLogist: fast observation strategy on whole-slide images with deep reinforcement learning ;https://ojs.aaai.org/index.php/AAAI/article/view/25467
1567;uN09nywHhwEJ;Learning to seek: Autonomous source seeking with deep reinforcement learning onboard a nano drone microcontroller ;https://arxiv.org/abs/1909.11236
1568;3A0boc3CQBoJ;Diversity actor-critic: Sample-aware entropy regularization for sample-efficient exploration ;https://proceedings.mlr.press/v139/han21a.html
1569;mjS29ctFuU4J;PI-QT-Opt: Predictive Information Improves Multi-Task Robotic Reinforcement Learning at Scale ;https://proceedings.mlr.press/v205/lee23a.html
1570;yHJcu2n7RHEJ;Taps: Task-agnostic policy sequencing ;https://arxiv.org/abs/2210.12250
1571;XUN-dZDilbYJ;Characterising the robustness of reinforcement learning for continuous control using disturbance injection ;https://arxiv.org/abs/2210.15199
1572;YJnpcFbRXs8J;Molecule generation for drug design: a graph learning perspective ;https://arxiv.org/abs/2202.09212
1573;h3zQgMuxqsoJ;igrow: A smart agriculture solution to autonomous greenhouse control ;https://ojs.aaai.org/index.php/AAAI/article/view/21440
